Gene ID	Gene Name	SRR1028343	SRR1028346	SRR1028347	SRR1028344	SRR1028349	SRR1028348	SRR1028345
ENSG00000202528	RNU6-650P	0	0	0	0	0	0	0
ENSG00000202529	SNORD18B	0	0	0	0	0	0	0
ENSG00000202532	RNU6-395P	0	0	0	0	0	0	0
ENSG00000202533	Y_RNA	0	1	0	0	0	1	1
ENSG00000202534	RNU6-1329P	0	0	0	0	0	0	0
ENSG00000202536	Y_RNA	0	0	0	0	0	1	2
ENSG00000202537	U8	0	0	0	0	0	0	0
ENSG00000202538	RNU4-2	2	1	1	3	0	0	1
ENSG00000202542	Y_RNA	2	0	1	0	0	0	1
ENSG00000202560	MIR539	0	0	0	0	0	0	0
ENSG00000202566	MIR421	0	14	3	1	11	8	9
ENSG00000202569	MIR146B	0	0	0	0	0	0	0
ENSG00000202601	MIR582	0	0	0	0	0	0	0
ENSG00000202609	MIR488	0	0	0	0	0	0	0
ENSG00000203258		0	8	0	2	1	1	3
ENSG00000203262		0	0	0	0	0	0	0
ENSG00000203266		3	1	2	0	0	0	2
ENSG00000203279		55	91	125	80	91	150	74
ENSG00000203280	KIAA1671-AS1	3	14	2	2	5	5	12
ENSG00000203286	Metazoa_SRP	3	2	0	1	2	3	2
ENSG00000203288	TDRKH-AS1	9	5	14	2	9	10	10
ENSG00000203307	FAM78B-AS1	2	2	1	3	0	4	5
ENSG00000203321	CARNMT1-AS1	2	18	8	2	3	6	25
ENSG00000203325		2	24	0	4	5	5	27
ENSG00000203326	ZNF525	451	940	1213	532	2143	2583	798
ENSG00000203327		8	29	0	2	0	8	29
ENSG00000203334		0	0	0	0	0	0	0
ENSG00000203335		0	0	0	0	0	0	0
ENSG00000203356	LINC01562	1	2	2	1	2	8	3
ENSG00000203362	POLH-AS1	46	143	57	52	82	113	107
ENSG00000203363	GPR160P1	0	0	0	0	0	0	1
ENSG00000203364		0	0	0	0	0	0	0
ENSG00000203387	SNF8P1	4	5	4	2	4	7	5
ENSG00000203392		21	68	16	17	10	15	48
ENSG00000203395		0	0	0	0	0	0	0
ENSG00000203396		0	0	0	0	0	0	0
ENSG00000203397	SHISA5P2	0	5	0	0	2	0	4
ENSG00000203402		0	0	0	0	1	0	0
ENSG00000203408	OR6C71P	0	0	0	0	0	0	0
ENSG00000203411	Metazoa_SRP	0	0	0	0	2	1	0
ENSG00000203413	ACTBP6	0	0	0	0	0	0	0
ENSG00000203414	BTBD7P1	0	0	0	0	0	0	0
ENSG00000203416	FAM32BP	0	0	1	1	0	0	1
ENSG00000203434		0	0	0	1	0	0	0
ENSG00000203435	E2F3P2	2	1	0	0	0	2	2
ENSG00000203436	Metazoa_SRP	0	0	0	0	1	0	1
ENSG00000203437		1	4	0	1	1	2	6
ENSG00000203441	LINC00449	17	24	8	18	21	39	33
ENSG00000203446	SUGCT-AS1	0	4	1	0	2	3	2
ENSG00000203462		0	0	0	0	0	0	0
ENSG00000203469		0	0	0	0	0	0	0
ENSG00000203472		0	0	0	0	0	0	0
ENSG00000203485	INF2	2133	5017	1999	1975	2696	3770	4713
ENSG00000203489	HMGB1P39	0	0	0	0	0	1	0
ENSG00000203492		0	0	0	0	0	0	0
ENSG00000203496		0	0	0	0	0	0	0
ENSG00000203497	PDCD4-AS1	49	107	34	50	38	51	110
ENSG00000203498		0	0	0	0	0	0	0
ENSG00000203499	IQANK1	108	215	176	113	242	285	199
ENSG00000203506	RBMS3-AS2	2	14	0	0	1	1	16
ENSG00000203520		0	1	0	0	0	0	0
ENSG00000203523	TAS2R2P	2	8	1	5	5	6	5
ENSG00000203527	SCUBE1-AS1	0	5	0	1	0	1	3
ENSG00000203531		0	0	0	0	0	1	1
ENSG00000203546		4	7	2	2	5	14	10
ENSG00000203560	OR52J1P	0	0	0	0	0	0	0
ENSG00000203565		0	0	0	0	0	0	0
ENSG00000203573	Metazoa_SRP	0	0	0	0	0	0	0
ENSG00000203581	OR1F2P	0	0	2	0	1	2	2
ENSG00000203585	LINC02408	1	0	0	0	1	0	0
ENSG00000203588	IGBP1-AS1	3	12	1	3	0	3	2
ENSG00000203593		1	0	1	0	1	0	0
ENSG00000203601	LINC00970	0	0	0	0	0	0	0
ENSG00000203605		0	0	0	0	0	0	0
ENSG00000203616	RHOT1P2	0	0	0	0	0	0	1
ENSG00000203618	GP1BB	0	0	0	0	0	0	0
ENSG00000203620		0	1	0	0	0	0	0
ENSG00000203635		8	8	14	8	5	18	11
ENSG00000203643		0	1	0	0	0	0	0
ENSG00000203644		76	139	48	55	135	196	99
ENSG00000203645	LINC00501	0	0	0	0	0	0	0
ENSG00000203647		0	5	0	4	4	3	10
ENSG00000203648		0	0	0	0	0	1	1
ENSG00000203650	LINC01285	9	16	9	6	4	6	19
ENSG00000203661	OR2T5	0	0	0	0	0	0	0
ENSG00000203663	OR2L2	0	1	0	0	0	2	0
ENSG00000203664	OR2W5P	0	0	0	0	0	0	0
ENSG00000203666	EFCAB2	195	434	147	166	275	343	368
ENSG00000203667	COX20	74	108	41	47	42	68	74
ENSG00000203668	CHML	2297	4795	2393	1877	5809	6880	3898
ENSG00000203684	IBA57-DT	3	5	2	1	0	2	4
ENSG00000203685	STUM	65	177	31	48	90	107	169
ENSG00000203688	LINC02487	80	30	2	40	6	11	33
ENSG00000203690	TCP10L3	1	1	0	1	1	1	0
ENSG00000203697	CAPN8	1	1	0	1	0	0	1
ENSG00000203705	TATDN3	419	559	441	365	460	542	466
ENSG00000203706	SERTAD4-AS1	36	71	7	47	13	15	48
ENSG00000203709	MIR29B2CHG	9	23	10	7	10	16	30
ENSG00000203710	CR1	11	8	16	14	15	14	11
ENSG00000203711	C6orf99	19	7	27	24	21	53	9
ENSG00000203721	LINC00862	21	42	22	48	29	39	49
ENSG00000203722	RAET1G	1	0	3	0	2	3	0
ENSG00000203724	C1orf53	15	26	11	17	28	29	17
ENSG00000203727	SAMD5	126	170	16	63	34	32	145
ENSG00000203729	LINC00272	0	0	0	0	0	0	0
ENSG00000203730	TEDDM1	1	1	1	0	1	0	2
ENSG00000203733	GJE1	0	1	0	0	0	0	1
ENSG00000203734	ECT2L	10	31	5	6	9	13	13
ENSG00000203737	GPR52	1	9	0	1	4	2	12
ENSG00000203739	PRDX6-AS1	22	63	37	26	66	88	57
ENSG00000203740	METTL11B	12	39	1	18	8	16	38
ENSG00000203747	FCGR3A	0	0	0	1	1	0	0
ENSG00000203756	TMEM244	0	0	0	0	0	0	0
ENSG00000203757	OR6K3	0	0	0	0	0	0	0
ENSG00000203758	OR10T1P	0	0	0	0	0	0	0
ENSG00000203760	CENPW	577	948	498	634	927	1179	899
ENSG00000203761	MSTO2P	49	136	31	35	60	76	106
ENSG00000203772	SPRN	92	129	51	57	100	109	138
ENSG00000203778	FAM229B	423	474	249	300	208	322	377
ENSG00000203780	FANK1	77	102	48	69	25	36	106
ENSG00000203781	S100A7P1	0	0	0	0	0	0	0
ENSG00000203782	LORICRIN	0	0	0	1	0	0	0
ENSG00000203783	PRR9	0	0	0	0	0	0	3
ENSG00000203784	LELP1	0	0	0	0	0	0	0
ENSG00000203785	SPRR2E	0	0	0	0	0	1	0
ENSG00000203786	KPRP	3	3	15	2	12	14	2
ENSG00000203791	EEF1AKMT2	422	851	334	355	378	460	703
ENSG00000203795	FAM24A	0	0	0	0	0	0	1
ENSG00000203797	DDO	1	1	0	0	0	0	0
ENSG00000203799	CCDC162P	40	118	17	26	24	48	83
ENSG00000203801	LINC00222	1	3	2	1	7	1	7
ENSG00000203804	ADAMTSL4-AS1	11	69	11	9	15	18	58
ENSG00000203805	PLPP4	80	29	25	21	13	16	20
ENSG00000203808	BVES-AS1	4	10	2	6	4	4	10
ENSG00000203809	LIN28B-AS1	16	28	28	10	24	52	29
ENSG00000203811	H3C14	0	0	0	0	0	0	0
ENSG00000203812	H2AC18	0	1	0	0	0	0	1
ENSG00000203814	H2BC18	56	76	16	35	42	61	82
ENSG00000203818		0	0	0	0	0	0	0
ENSG00000203825		1	0	0	0	0	1	0
ENSG00000203837	PNLIPRP3	0	0	0	0	0	0	0
ENSG00000203852	H3C15	0	0	0	0	0	0	0
ENSG00000203855	HSD3BP4	1	6	6	1	1	0	10
ENSG00000203857	HSD3B1	1	0	1	0	0	0	2
ENSG00000203858	HSD3BP2	0	0	0	0	0	0	0
ENSG00000203859	HSD3B2	2	2	0	0	0	0	1
ENSG00000203864	LINC02868	0	0	0	0	0	0	0
ENSG00000203865	ATP1A1-AS1	38	81	21	36	30	33	88
ENSG00000203867	RBM20	35	239	20	40	21	31	200
ENSG00000203870	SMIM9	0	0	0	0	0	0	0
ENSG00000203872	C6orf163	34	120	26	29	22	35	105
ENSG00000203875	SNHG5	3910	5861	3275	4089	7877	9845	5215
ENSG00000203876	ADD3-AS1	10	41	3	13	4	9	18
ENSG00000203877	RIPPLY2	3	23	10	4	11	20	15
ENSG00000203878	CHIAP2	0	0	0	1	0	0	0
ENSG00000203879	GDI1	5500	7430	2195	3614	3117	4199	7146
ENSG00000203880	PCMTD2	1258	2431	1210	962	2697	3264	1983
ENSG00000203883	SOX18	17	45	33	13	52	85	47
ENSG00000203896	LIME1	53	121	22	47	51	72	118
ENSG00000203897	SPATA42	0	0	0	0	0	0	0
ENSG00000203900		5	2	2	0	2	3	2
ENSG00000203907	OOEP	1	0	6	0	3	4	0
ENSG00000203908	KHDC3L	3	0	12	1	26	32	1
ENSG00000203909	DPPA5	0	0	62	0	88	101	2
ENSG00000203910	C1orf146	6	4	0	1	2	0	9
ENSG00000203914	HSP90B3P	35	193	21	35	141	166	168
ENSG00000203923	SPANXN1	0	0	0	0	0	0	0
ENSG00000203926	SPANXA2	0	0	0	0	0	0	0
ENSG00000203930	LINC00632	444	876	184	279	454	576	825
ENSG00000203933	CXorf66	0	0	0	0	0	0	0
ENSG00000203942	C10orf62	2	2	0	1	0	0	5
ENSG00000203943	SAMD13	67	135	32	68	34	33	119
ENSG00000203950	RTL8A	1197	1730	778	1022	930	1400	1732
ENSG00000203952	CCDC160	259	747	87	191	107	118	615
ENSG00000203963	C1orf141	1	0	0	1	0	0	0
ENSG00000203965	EFCAB7	223	396	108	149	145	176	334
ENSG00000203970	DEFB110	0	0	0	0	0	0	0
ENSG00000203971		0	0	0	0	0	0	0
ENSG00000203972	GLYATL3	0	0	0	0	0	0	0
ENSG00000203985	LDLRAD1	0	0	0	0	0	2	0
ENSG00000203987		3	6	3	1	18	16	9
ENSG00000203989	RHOXF2B	1	0	0	0	0	0	0
ENSG00000203993	ARRDC1-AS1	522	940	438	463	547	686	879
ENSG00000203995	ZYG11A	86	201	377	108	493	666	214
ENSG00000203999	LINC01270	17	35	4	18	8	12	18
ENSG00000204001	LCN8	1	0	0	0	0	0	1
ENSG00000204003		0	0	0	0	0	0	0
ENSG00000204006	C1orf185	0	0	0	0	0	0	0
ENSG00000204007	GLT6D1	0	0	2	0	1	0	0
ENSG00000204010	IFIT1B	2	6	0	2	0	1	2
ENSG00000204011	COL5A1-AS1	0	3	0	0	1	2	1
ENSG00000204019	CT83	0	0	9	0	1	4	0
ENSG00000204020	LIPN	0	0	0	0	0	0	0
ENSG00000204021	LIPK	1	0	0	2	1	0	1
ENSG00000204022	LIPJ	5	1	0	1	1	3	4
ENSG00000204025	TRPC5OS	1	0	0	0	2	2	0
ENSG00000204031	LCN1P2	0	0	0	0	0	0	0
ENSG00000204033	LRIT2	3	4	3	0	5	4	2
ENSG00000204044	SLC12A5-AS1	19	44	14	26	40	47	42
ENSG00000204049		1	21	1	3	8	12	14
ENSG00000204052	LRRC73	16	22	24	10	35	32	13
ENSG00000204053	MYCLP1	0	0	2	0	3	7	2
ENSG00000204054	LINC00963	639	1050	158	411	94	123	906
ENSG00000204055		67	157	102	71	95	109	127
ENSG00000204060	FOXO6	87	134	93	66	75	124	125
ENSG00000204065	TCEAL5	191	286	48	124	193	290	226
ENSG00000204070	SYS1	682	1218	517	500	1120	1497	1176
ENSG00000204071	TCEAL6	0	2	6	0	13	14	1
ENSG00000204072	ARMCX7P	0	1	0	0	2	0	0
ENSG00000204084	INPP5B	1055	2142	1196	896	1492	1908	1905
ENSG00000204086	RPA4	2	7	3	2	4	11	2
ENSG00000204091	TDRG1	4	24	5	16	7	8	25
ENSG00000204092	LINC00951	0	3	0	5	3	2	1
ENSG00000204099	NEU4	2	14	1	3	2	4	7
ENSG00000204103	MAFB	440	337	400	214	245	315	333
ENSG00000204104	TRAF3IP1	817	1806	651	590	1013	1311	1466
ENSG00000204110	LINC02520	4	5	1	2	1	1	10
ENSG00000204113	BMP2KL	2	6	4	4	3	7	9
ENSG00000204116	CHIC1	421	1248	523	386	670	773	990
ENSG00000204117		0	0	0	0	0	0	0
ENSG00000204118	NAP1L6P	9	3	139	8	316	382	2
ENSG00000204120	GIGYF2	3452	7828	3184	2477	3932	5118	6962
ENSG00000204121	ECEL1P1	96	20	601	61	401	464	11
ENSG00000204128	C2orf72	239	382	108	156	119	155	320
ENSG00000204130	RUFY2	527	1292	369	430	511	686	1016
ENSG00000204131	NHSL2	1974	7108	749	1438	960	1046	6144
ENSG00000204136	GGTA1	20	20	8	16	3	5	14
ENSG00000204138	PHACTR4	3293	7020	2331	2479	3383	4349	6166
ENSG00000204140	CLPSL1	2	1	0	5	2	4	4
ENSG00000204147	ASAH2B	174	385	107	147	174	242	305
ENSG00000204148	LINC00474	1	3	0	0	0	0	2
ENSG00000204149	AGAP6	75	177	35	57	76	85	190
ENSG00000204152	TIMM23B	134	237	94	106	159	187	271
ENSG00000204160	ZDHHC18	1473	3211	1388	1305	1301	1811	3010
ENSG00000204161	TMEM273	5	11	0	4	0	0	6
ENSG00000204165	CXorf65	0	2	1	0	1	1	4
ENSG00000204172	AGAP9	30	127	28	27	42	67	151
ENSG00000204173	LRRC37A5P	6	12	2	3	6	5	14
ENSG00000204174	NPY4R	0	0	0	0	0	0	0
ENSG00000204175	GPRIN2	167	326	220	216	271	384	297
ENSG00000204176	SYT15	2	9	1	3	0	0	18
ENSG00000204177	BMS1P1	23	112	17	25	22	40	92
ENSG00000204178	MACO1	813	1394	399	565	803	1092	1188
ENSG00000204179	PTPN20	0	0	3	3	5	7	0
ENSG00000204183	GDF5-AS1	0	5	0	4	0	1	7
ENSG00000204186	ZDBF2	1619	4454	1128	1414	2353	2779	3641
ENSG00000204188	GGNBP1	5	5	1	1	1	2	4
ENSG00000204193	TXNDC8	0	0	0	0	0	0	0
ENSG00000204194	RPL12P1	2	3	0	1	2	4	1
ENSG00000204195	AWAT1	0	4	0	1	0	0	11
ENSG00000204196	RPL12P16	0	0	0	0	0	0	0
ENSG00000204209	DAXX	2306	4055	2053	2065	3853	5398	3777
ENSG00000204217	BMPR2	2904	5368	1846	1785	1774	2255	4459
ENSG00000204219	TCEA3	47	183	31	45	25	37	184
ENSG00000204220	PFDN6	966	1227	843	1047	1427	1910	1184
ENSG00000204227	RING1	1016	1489	431	781	824	1028	1432
ENSG00000204228	HSD17B8	130	217	118	146	136	185	214
ENSG00000204231	RXRB	1189	1500	508	748	620	799	1284
ENSG00000204237	OXLD1	476	587	397	465	552	822	601
ENSG00000204241	LINC02731	15	19	11	14	12	17	14
ENSG00000204246	OR13C3	0	0	0	0	0	0	1
ENSG00000204248	COL11A2	125	124	123	78	189	252	128
ENSG00000204250	LINC00587	0	0	0	0	0	0	0
ENSG00000204252	HLA-DOA	589	545	1120	635	1162	1441	494
ENSG00000204253	HNRNPCP2	138	477	134	140	235	397	445
ENSG00000204256	BRD2	6832	12945	5000	5278	7290	9531	11703
ENSG00000204257	HLA-DMA	62	89	76	58	90	128	81
ENSG00000204261	PSMB8-AS1	9	7	6	16	15	25	6
ENSG00000204262	COL5A2	8522	14092	2226	4968	2442	2983	12358
ENSG00000204264	PSMB8	300	173	537	280	709	965	165
ENSG00000204267	TAP2	242	268	489	211	797	962	235
ENSG00000204271	SPIN3	538	1316	371	405	632	777	1041
ENSG00000204272	NBDY	1042	1926	801	992	1291	1688	1708
ENSG00000204277	LINC01993	56	26	3	24	1	4	14
ENSG00000204278	TMEM235	5	5	7	6	4	8	5
ENSG00000204279	PAGE3	0	0	0	0	0	0	0
ENSG00000204282		60	299	32	44	42	69	279
ENSG00000204283	LINC01973	0	0	0	0	0	0	0
ENSG00000204287	HLA-DRA	106	12	48	6	112	172	12
ENSG00000204290	BTNL2	28	50	10	22	8	14	53
ENSG00000204291	COL15A1	556	835	531	321	409	522	719
ENSG00000204296	TSBP1	21	111	5	15	28	29	136
ENSG00000204300	TMEM225	0	0	0	0	0	1	1
ENSG00000204301	NOTCH4	70	236	27	59	83	117	231
ENSG00000204304	PBX2	5243	10071	4168	3998	4112	5619	9539
ENSG00000204305	AGER	194	355	108	150	104	151	325
ENSG00000204308	RNF5	1705	2593	1350	1614	1718	2300	2330
ENSG00000204310	AGPAT1	2259	4351	1811	1907	2409	3398	4070
ENSG00000204311	PJVK	43	79	37	35	78	85	73
ENSG00000204314	PRRT1	90	125	43	67	26	41	132
ENSG00000204315	FKBPL	215	329	162	199	263	333	299
ENSG00000204316	MRPL38	42	92	47	50	68	81	102
ENSG00000204323	SMIM5	10	39	13	6	20	31	42
ENSG00000204334	ERICH2	35	107	42	59	47	58	93
ENSG00000204335	SP5	523	3822	29	1253	19	32	3523
ENSG00000204338	CYP21A1P	2	5	1	1	2	1	11
ENSG00000204344	STK19	289	356	156	158	244	284	346
ENSG00000204345	CD300LD	0	0	0	0	0	0	2
ENSG00000204347	BTBD17	355	309	18	170	34	64	340
ENSG00000204348	DXO	380	528	207	266	252	349	508
ENSG00000204351	SKIV2L	1412	3050	1484	1300	1860	2454	3033
ENSG00000204352	C9orf129	7	27	33	20	163	184	33
ENSG00000204356	NELFE	1904	3107	1614	1841	1744	2351	2855
ENSG00000204361	NXPE2	1	4	0	2	0	1	5
ENSG00000204362	LINC02783	0	0	1	2	1	1	0
ENSG00000204363	SPANXN5	0	0	0	0	0	0	0
ENSG00000204366	ZBTB12	1232	2144	725	878	1147	1536	2112
ENSG00000204368		0	0	0	0	0	0	0
ENSG00000204370	SDHD	762	1663	1009	827	1847	2155	1304
ENSG00000204371	EHMT2	4369	9233	3332	3227	6008	8533	9138
ENSG00000204379	XAGE1A	0	0	0	0	0	0	0
ENSG00000204380	PKP4-AS1	4	30	2	3	5	8	29
ENSG00000204381	LAYN	123	121	283	99	308	382	121
ENSG00000204382	XAGE1B	0	0	0	0	0	0	0
ENSG00000204385	SLC44A4	29	20	42	18	36	64	18
ENSG00000204386	NEU1	1101	1805	1570	993	1911	2547	1625
ENSG00000204387	SNHG32	472	601	489	403	445	599	561
ENSG00000204388	HSPA1B	351	766	375	348	718	1040	718
ENSG00000204389	HSPA1A	462	709	197	337	644	802	654
ENSG00000204390	HSPA1L	81	188	78	82	154	182	151
ENSG00000204392	LSM2	1831	3261	1473	1841	2077	2870	3029
ENSG00000204393	NOL4L-DT	0	0	0	0	0	0	2
ENSG00000204394	VARS1	4768	8793	5622	4475	8464	11184	8404
ENSG00000204396	VWA7	9	15	14	21	23	25	16
ENSG00000204397	CARD16	0	4	5	3	1	2	0
ENSG00000204398		0	0	0	1	0	0	0
ENSG00000204399		0	0	0	0	0	0	0
ENSG00000204403	CASP12	1	1	1	0	0	0	1
ENSG00000204406	MBD5	1150	2404	606	758	611	754	2144
ENSG00000204410	MSH5	109	494	53	88	109	159	459
ENSG00000204414	CSHL1	0	0	0	0	0	2	0
ENSG00000204420	MPIG6B	19	34	8	14	9	13	31
ENSG00000204421	LY6G6C	8	9	1	2	1	2	5
ENSG00000204422		0	0	0	0	0	0	0
ENSG00000204424	LY6G6F	0	0	0	0	0	0	1
ENSG00000204427	ABHD16A	83	156	50	55	80	118	152
ENSG00000204428	LY6G5C	43	25	13	19	52	51	27
ENSG00000204429		0	0	1	0	0	0	0
ENSG00000204434	POTEKP	0	0	0	0	0	1	0
ENSG00000204435	CSNK2B	664	1060	537	688	781	1123	971
ENSG00000204437	CTSLP6	0	0	0	0	0	1	0
ENSG00000204438	GPANK1	761	1146	638	715	1057	1417	1028
ENSG00000204439	C6orf47	436	685	263	368	459	663	634
ENSG00000204442	FAM155A	399	576	424	323	516	613	476
ENSG00000204444	APOM	57	83	79	62	47	64	79
ENSG00000204446	LINC02872	5	2	1	2	3	5	0
ENSG00000204449	TRIM49C	0	0	0	0	0	0	0
ENSG00000204450	TRIM64	0	0	0	0	0	0	0
ENSG00000204455	TRIM51BP	0	0	0	0	0	0	0
ENSG00000204456		0	0	0	0	0	0	0
ENSG00000204460	LINC01854	7	2	0	8	0	0	0
ENSG00000204463	BAG6	9518	16150	7691	7928	10157	13895	15441
ENSG00000204464	C1orf195	1	8	2	2	3	5	4
ENSG00000204469	PRRC2A	21259	41433	19337	16505	25749	33988	39506
ENSG00000204471	TBC1D3P4	0	0	0	0	0	0	0
ENSG00000204472	AIF1	27	58	41	35	55	98	44
ENSG00000204475	NCR3	4	0	1	1	0	1	1
ENSG00000204478	PRAMEF20	0	0	0	0	0	1	0
ENSG00000204479	PRAMEF17	0	0	0	0	0	0	0
ENSG00000204480	PRAMEF19	0	0	0	0	0	0	0
ENSG00000204481	PRAMEF14	0	0	0	0	0	0	0
ENSG00000204482	LST1	11	39	5	14	1	5	49
ENSG00000204498	NFKBIL1	458	625	293	335	266	378	627
ENSG00000204501	PRAMEF15	0	0	0	0	0	0	0
ENSG00000204505	PRAMEF9	0	0	0	0	0	0	0
ENSG00000204510	PRAMEF7	0	0	0	0	0	0	0
ENSG00000204511	MCCD1	0	7	0	0	4	1	5
ENSG00000204514	ZNF814	601	1118	718	684	1371	2149	1082
ENSG00000204516	MICB	294	747	822	394	762	1025	679
ENSG00000204518	AADACL4	0	0	0	0	0	0	0
ENSG00000204519	ZNF551	765	1516	1061	720	1746	2216	1261
ENSG00000204520	MICA	147	329	174	191	295	371	284
ENSG00000204524	ZNF805	198	391	162	133	222	278	402
ENSG00000204525	HLA-C	2024	2212	2734	1894	4361	5835	2223
ENSG00000204528	PSORS1C3	2	1	6	2	3	10	1
ENSG00000204529	GUCY2EP	2	1	0	2	0	0	2
ENSG00000204531	POU5F1	8062	12913	15526	11805	34564	45016	12573
ENSG00000204532	ZSCAN5C	1	1	0	0	1	0	1
ENSG00000204536	CCHCR1	1280	2324	1397	1276	1554	2135	2321
ENSG00000204538	PSORS1C2	6	15	2	7	9	15	23
ENSG00000204539	CDSN	0	0	0	0	0	0	0
ENSG00000204540	PSORS1C1	9	11	2	4	6	9	8
ENSG00000204542	C6orf15	0	0	0	0	0	0	0
ENSG00000204544	MUC21	0	0	0	1	0	0	0
ENSG00000204547	DEFB122	0	0	0	0	0	0	0
ENSG00000204548	DEFB121	0	0	0	0	0	0	0
ENSG00000204555	CFTRP3	0	0	0	0	0	0	0
ENSG00000204556		2	5	1	0	6	5	10
ENSG00000204560	DHX16	1512	2703	1228	1229	2071	2853	2624
ENSG00000204564	C6orf136	279	469	261	263	423	581	449
ENSG00000204568	MRPS18B	1046	1782	1283	1054	1700	2494	1623
ENSG00000204569	PPP1R10	2828	5896	2338	2288	3686	4827	5274
ENSG00000204571	KRTAP5-11	0	2	2	0	2	0	0
ENSG00000204572	KRTAP5-10	1	1	0	0	0	0	1
ENSG00000204574	ABCF1	3966	8952	4511	3635	8449	11512	8049
ENSG00000204576	PRR3	738	1562	248	557	427	597	1469
ENSG00000204577	LILRB3	12	23	9	5	7	11	30
ENSG00000204580	DDR1	10376	9537	4668	5951	5003	6928	9552
ENSG00000204581	ACOXL-AS1	7	11	8	3	7	8	9
ENSG00000204583	LRCOL1	4	15	2	4	1	1	11
ENSG00000204584		5	30	7	5	12	14	29
ENSG00000204588	LINC01123	2	5	2	0	1	1	2
ENSG00000204590	GNL1	2395	3028	1628	1828	2912	3973	2983
ENSG00000204592	HLA-E	2100	2970	2363	1817	2210	2848	2708
ENSG00000204595	DPRX	1	0	3	0	1	0	0
ENSG00000204599	TRIM39	333	608	327	258	614	742	501
ENSG00000204603	LINC01257	3	7	0	3	0	2	9
ENSG00000204604	ZNF468	519	1209	563	548	956	1261	1034
ENSG00000204610	TRIM15	5	0	4	2	6	6	2
ENSG00000204611	ZNF616	648	1417	1183	570	1834	2328	1261
ENSG00000204612	FOXB2	39	50	8	49	9	15	65
ENSG00000204613	TRIM10	2	1	1	0	4	1	2
ENSG00000204614	TRIM40	0	0	0	0	0	0	0
ENSG00000204616	TRIM31	9	9	5	14	2	7	7
ENSG00000204618	RNF39	63	103	84	63	32	56	74
ENSG00000204619	PPP1R11	1095	1768	745	863	1106	1431	1675
ENSG00000204620		8	29	6	7	10	11	18
ENSG00000204622	HLA-J	7	20	3	4	6	8	23
ENSG00000204623	ZNRD1ASP	135	544	120	129	210	249	475
ENSG00000204624	DISP3	328	441	240	189	339	487	486
ENSG00000204625	HCG9	1	12	1	1	0	0	5
ENSG00000204628	RACK1	29231	50038	33499	28131	39399	55292	48365
ENSG00000204632	HLA-G	11	13	37	4	45	83	13
ENSG00000204634	TBC1D8	370	763	730	362	1307	1652	758
ENSG00000204637	ARPP19P2	0	0	0	0	0	0	1
ENSG00000204640	NMS	0	0	0	0	0	0	0
ENSG00000204642	HLA-F	91	66	118	82	94	143	59
ENSG00000204644	ZFP57	4	9	16	14	12	20	10
ENSG00000204648	SSX9P	0	0	1	0	3	0	0
ENSG00000204650	LINC02210	1023	2159	845	864	907	1254	1971
ENSG00000204652	RPS26P8	0	0	0	0	0	0	0
ENSG00000204653	ASPDH	4	24	5	9	4	3	32
ENSG00000204655	MOG	4	10	9	7	19	30	5
ENSG00000204657	OR2H2	5	40	18	9	24	21	40
ENSG00000204658	CST9LP2	0	3	0	0	1	0	2
ENSG00000204659	CBY3	3	4	4	6	3	3	7
ENSG00000204661	C5orf60	2	2	6	2	6	10	4
ENSG00000204662	CST9LP1	0	0	0	0	0	0	0
ENSG00000204663	CST13P	0	0	0	0	1	4	0
ENSG00000204666		9	13	4	0	5	8	17
ENSG00000204669	C9orf57	0	2	0	1	0	0	1
ENSG00000204670	IGKV1OR2-3	0	0	0	0	0	0	0
ENSG00000204671	IL31	0	0	0	0	0	0	0
ENSG00000204673	AKT1S1	1325	2583	1112	1393	2243	2983	2542
ENSG00000204677	FAM153CP	3	5	0	2	2	2	1
ENSG00000204681	GABBR1	1512	4781	923	1257	2347	3180	4412
ENSG00000204682	MIR1915HG	677	1498	422	610	144	189	1458
ENSG00000204683		2	3	1	0	0	2	7
ENSG00000204684		0	0	0	0	0	0	0
ENSG00000204685	STARD7-AS1	94	220	38	65	85	91	179
ENSG00000204687	MAS1L	0	0	0	0	0	0	0
ENSG00000204688	OR2H1	0	1	1	0	0	1	0
ENSG00000204694	OR11A1	0	0	0	0	0	0	0
ENSG00000204695	OR14J1	0	0	0	0	0	0	0
ENSG00000204697	OR2U1P	0	0	0	0	0	1	0
ENSG00000204699	UBTFL3	0	0	0	0	0	0	0
ENSG00000204700	OR2J2	0	0	0	0	0	0	0
ENSG00000204701	OR2J3	1	1	0	0	0	1	0
ENSG00000204702	OR2J1	0	0	0	0	0	1	0
ENSG00000204703	OR2B3	0	0	0	0	0	0	0
ENSG00000204704	OR2W1	0	0	0	0	0	0	0
ENSG00000204705	UBTFL5	0	0	0	0	0	0	0
ENSG00000204706	MAMDC2-AS1	15	36	20	17	16	25	29
ENSG00000204709	LINC01556	1	1	6	0	1	1	0
ENSG00000204710	SPDYC	5	8	10	2	7	7	10
ENSG00000204711	C9orf135	117	106	391	175	364	511	95
ENSG00000204713	TRIM27	2500	4309	2182	2179	3181	4253	3846
ENSG00000204718	CNN2P12	0	0	0	0	0	0	0
ENSG00000204740	MALRD1	36	62	11	21	70	67	83
ENSG00000204745		7	27	15	8	25	30	25
ENSG00000204754	LINC01951	0	0	0	0	0	0	0
